record_id,timestamp,zone_id,zone_name,zone_lat,zone_lon,demand_class,is_peak_hour,hour_of_day,zone_capacity_mw,current_load_mw,load_pct,status,charger_type,charger_power_kw,masked_vehicle_id,soc_initial_pct,soc_target_pct,recommended_soc_cap_pct,session_duration_min,peak_rate_inr_kwh,offpeak_rate_inr_kwh,tier_triggered,optimization_action,infra_expansion_flag,suggested_nodal_lat,suggested_nodal_lon,ev_load_contribution_kw,feeder_id,anomaly_flag
REC-00641,2026-04-28 20:29:00,Z011,Yelahanka,13.1007,77.5963,low,1,20,26.12,18.762,71.83,YELLOW,AC_22kW,22,EV-XXXX-6095,36,86,80,3409.0,11.05,6.85,2,Time_Shift_Incentive,0,,,19.32,FDR-Z011-03,0
REC-00642,2026-04-13 22:09:00,Z012,Hebbal,13.0358,77.597,low,0,22,15.28,7.569,49.53,GREEN,AC_22kW,22,EV-XXXX-7827,31,77,60,3858.3,12.28,7.61,1,SoC_Cap_60,0,,,14.63,FDR-Z012-03,0
REC-00643,2026-04-17 06:28:00,Z013,Rajajinagar,12.9974,77.556,low,0,6,17.43,9.037,51.84,GREEN,AC_22kW,22,EV-XXXX-8161,40,84,60,5261.3,13.76,8.53,1,SoC_Cap_60,0,,,15.58,FDR-Z013-01,0
REC-00644,2026-04-27 02:40:00,Z014,Malleswaram,13.0035,77.568,low,0,2,15.84,9.238,58.32,GREEN,AC_22kW,22,EV-XXXX-1594,33,88,60,5222.5,11.86,7.35,1,SoC_Cap_60,0,,,14.61,FDR-Z014-01,0
REC-00645,2026-04-02 14:43:00,Z015,Jayanagar,12.925,77.5938,medium,0,14,37.61,24.418,64.93,GREEN,AC_22kW,22,EV-XXXX-9153,34,97,60,6122.4,12.12,7.51,1,SoC_Cap_60,0,,,16.83,FDR-Z015-03,0
REC-00646,2026-04-26 23:48:00,Z001,HSR Layout,12.9116,77.6389,high,0,23,46.64,36.914,79.15,YELLOW,DC_150kW,150,EV-XXXX-3816,18,73,80,580.9,13.33,8.26,2,Time_Shift_Incentive,0,,,136.84,FDR-Z001-01,0
REC-00647,2026-04-24 10:26:00,Z002,Koramangala,12.9352,77.6245,high,1,10,50.19,50.19,100.0,RED,AC_22kW,22,EV-XXXX-9831,32,91,91,6766.7,11.29,7.0,4,Infra_Trigger,1,12.9344,77.6245,15.09,FDR-Z002-03,0
REC-00648,2026-04-11 11:13:00,Z003,Whitefield,12.9698,77.75,high,0,11,46.99,35.67,75.91,YELLOW,AC_22kW,22,EV-XXXX-8311,54,94,80,3936.1,10.94,6.78,2,Time_Shift_Incentive,0,,,14.42,FDR-Z003-03,0
REC-00649,2026-04-30 04:05:00,Z004,Electronic City,12.8399,77.677,high,0,4,51.43,41.882,81.44,YELLOW,DC_50kW,50,EV-XXXX-6854,52,73,80,846.9,12.89,7.99,2,Time_Shift_Incentive,0,,,35.31,FDR-Z004-02,0
REC-00650,2026-04-14 12:40:00,Z005,Indiranagar,12.9784,77.6408,high,0,12,58.99,51.177,86.75,ORANGE,AC_7kW,7,EV-XXXX-3304,26,88,80,15463.0,10.74,6.66,3,Spatial_Redirect,0,,,5.99,FDR-Z005-01,0
REC-00651,2026-04-23 08:11:00,Z006,Marathahalli,12.9591,77.6974,medium,1,8,40.98,37.916,92.52,ORANGE,DC_50kW,50,EV-XXXX-3672,53,72,80,775.5,11.69,7.25,3,Spatial_Redirect,0,,,33.51,FDR-Z006-03,0
REC-00652,2026-04-07 17:39:00,Z007,BTM Layout,12.9166,77.6101,medium,1,17,30.52,29.175,95.59,RED,AC_7kW,7,EV-XXXX-5145,34,82,82,10325.7,13.19,8.18,4,Infra_Trigger,1,12.9002,77.5985,5.61,FDR-Z007-01,0
REC-00653,2026-04-20 12:31:00,Z008,JP Nagar,12.9077,77.586,medium,0,12,33.97,27.067,79.68,YELLOW,AC_22kW,22,EV-XXXX-3269,49,73,80,1896.6,13.9,8.62,2,Time_Shift_Incentive,0,,,17.3,FDR-Z008-01,0
REC-00654,2026-04-10 02:54:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,2,38.91,28.747,73.88,YELLOW,AC_7kW,7,EV-XXXX-5260,46,96,80,12926.3,12.94,8.02,2,Time_Shift_Incentive,0,,,5.87,FDR-Z009-03,0
REC-00655,2026-04-10 03:14:00,Z010,Sarjapur,12.8711,77.7055,medium,0,3,41.27,29.259,70.9,YELLOW,DC_50kW,50,EV-XXXX-8041,32,95,80,2666.3,11.93,7.4,2,Time_Shift_Incentive,0,,,47.91,FDR-Z010-01,0
REC-00656,2026-04-22 20:35:00,Z011,Yelahanka,13.1007,77.5963,low,1,20,18.67,15.808,84.67,YELLOW,DC_50kW,50,EV-XXXX-2896,26,97,80,2772.7,11.79,7.31,2,Time_Shift_Incentive,0,,,41.82,FDR-Z011-02,0
REC-00657,2026-04-09 21:25:00,Z012,Hebbal,13.0358,77.597,low,1,21,27.95,19.349,69.23,GREEN,AC_22kW,22,EV-XXXX-3976,20,74,60,6160.4,12.46,7.73,1,SoC_Cap_60,0,,,19.06,FDR-Z012-02,0
REC-00658,2026-04-09 04:13:00,Z013,Rajajinagar,12.9974,77.556,low,0,4,19.32,10.457,54.13,GREEN,DC_50kW,50,EV-XXXX-6580,52,91,60,1712.0,12.24,7.59,1,SoC_Cap_60,0,,,38.37,FDR-Z013-03,0
REC-00659,2026-04-02 16:39:00,Z014,Malleswaram,13.0035,77.568,low,0,16,29.04,16.857,58.05,GREEN,DC_50kW,50,EV-XXXX-1333,53,85,60,1160.2,13.97,8.66,1,SoC_Cap_60,0,,,46.03,FDR-Z014-02,0
REC-00660,2026-04-16 12:57:00,Z015,Jayanagar,12.925,77.5938,medium,0,12,33.3,24.09,72.34,YELLOW,AC_22kW,22,EV-XXXX-1997,26,90,80,7597.8,13.87,8.6,2,Time_Shift_Incentive,0,,,21.21,FDR-Z015-02,1
REC-00661,2026-04-24 22:16:00,Z001,HSR Layout,12.9116,77.6389,high,0,22,46.91,36.108,76.97,YELLOW,DC_150kW,150,EV-XXXX-8008,29,87,80,705.2,12.65,7.84,2,Time_Shift_Incentive,0,,,121.91,FDR-Z001-03,0
REC-00662,2026-04-02 14:00:00,Z002,Koramangala,12.9352,77.6245,high,0,14,57.53,43.812,76.15,YELLOW,AC_7kW,7,EV-XXXX-9664,37,84,80,16326.0,12.87,7.98,2,Time_Shift_Incentive,0,,,6.65,FDR-Z002-01,0
REC-00663,2026-04-12 23:23:00,Z003,Whitefield,12.9698,77.75,high,0,23,54.92,42.822,77.97,YELLOW,AC_22kW,22,EV-XXXX-6298,16,94,80,7394.6,11.85,7.35,2,Time_Shift_Incentive,0,,,15.41,FDR-Z003-03,0
REC-00664,2026-04-29 22:36:00,Z004,Electronic City,12.8399,77.677,high,0,22,56.88,50.947,89.57,ORANGE,AC_7kW,7,EV-XXXX-7118,42,97,80,18616.6,11.12,6.89,3,Spatial_Redirect,0,,,5.05,FDR-Z004-02,0
REC-00665,2026-04-11 01:14:00,Z005,Indiranagar,12.9784,77.6408,high,0,1,45.91,40.267,87.71,ORANGE,DC_150kW,150,EV-XXXX-3899,37,88,80,641.2,12.83,7.95,3,Spatial_Redirect,0,,,116.33,FDR-Z005-01,0
REC-00666,2026-04-16 02:31:00,Z006,Marathahalli,12.9591,77.6974,medium,0,2,40.13,28.787,71.73,YELLOW,DC_150kW,150,EV-XXXX-7096,43,75,80,340.7,11.02,6.83,2,Time_Shift_Incentive,0,,,132.49,FDR-Z006-01,0
REC-00667,2026-04-08 06:54:00,Z007,BTM Layout,12.9166,77.6101,medium,0,6,32.7,26.386,80.69,YELLOW,AC_22kW,22,EV-XXXX-8189,52,86,80,2943.1,13.05,8.09,2,Time_Shift_Incentive,0,,,21.36,FDR-Z007-03,1
REC-00668,2026-04-11 23:53:00,Z008,JP Nagar,12.9077,77.586,medium,0,23,36.44,28.062,77.01,YELLOW,DC_150kW,150,EV-XXXX-9552,22,92,80,1104.8,11.48,7.12,2,Time_Shift_Incentive,0,,,124.76,FDR-Z008-03,0
REC-00669,2026-04-25 16:26:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,16,43.43,33.885,78.02,YELLOW,AC_7kW,7,EV-XXXX-3236,44,82,80,8499.3,13.98,8.67,2,Time_Shift_Incentive,0,,,4.23,FDR-Z009-02,0
REC-00670,2026-04-08 10:58:00,Z010,Sarjapur,12.8711,77.7055,medium,1,10,35.52,35.52,100.0,RED,DC_50kW,50,EV-XXXX-6271,19,92,92,2856.4,10.98,6.81,4,Infra_Trigger,1,12.8647,77.693,46.42,FDR-Z010-03,0
REC-00671,2026-04-25 17:59:00,Z011,Yelahanka,13.1007,77.5963,low,1,17,25.54,18.244,71.43,YELLOW,DC_50kW,50,EV-XXXX-6622,34,71,80,1904.6,13.78,8.54,2,Time_Shift_Incentive,0,,,46.15,FDR-Z011-02,0
REC-00672,2026-04-04 21:50:00,Z012,Hebbal,13.0358,77.597,low,1,21,21.63,16.711,77.26,YELLOW,AC_22kW,22,EV-XXXX-5237,39,97,80,5974.8,11.96,7.42,2,Time_Shift_Incentive,0,,,13.35,FDR-Z012-01,0
REC-00673,2026-04-19 16:15:00,Z013,Rajajinagar,12.9974,77.556,low,0,16,20.58,13.27,64.48,GREEN,AC_22kW,22,EV-XXXX-7627,24,86,60,5132.7,11.09,6.88,1,SoC_Cap_60,0,,,21.75,FDR-Z013-02,0
REC-00674,2026-04-23 21:19:00,Z014,Malleswaram,13.0035,77.568,low,1,21,22.68,15.474,68.23,GREEN,AC_7kW,7,EV-XXXX-8034,33,99,60,21945.7,12.69,7.87,1,SoC_Cap_60,0,,,4.91,FDR-Z014-01,0
REC-00675,2026-04-06 20:39:00,Z015,Jayanagar,12.925,77.5938,medium,1,20,44.86,40.103,89.4,ORANGE,DC_50kW,50,EV-XXXX-8195,16,83,80,1955.9,12.02,7.45,3,Spatial_Redirect,0,,,34.02,FDR-Z015-01,0
REC-00676,2026-04-09 03:43:00,Z001,HSR Layout,12.9116,77.6389,high,0,3,45.22,37.845,83.69,YELLOW,AC_7kW,7,EV-XXXX-1908,22,92,80,25334.1,12.69,7.87,2,Time_Shift_Incentive,0,,,6.38,FDR-Z001-02,0
REC-00677,2026-04-25 19:03:00,Z002,Koramangala,12.9352,77.6245,high,1,19,52.2,52.2,100.0,RED,AC_22kW,22,EV-XXXX-7690,30,97,97,5790.8,13.65,8.46,4,Infra_Trigger,1,12.9486,77.6266,18.62,FDR-Z002-03,0
REC-00678,2026-04-27 23:48:00,Z003,Whitefield,12.9698,77.75,high,0,23,51.28,42.352,82.59,YELLOW,AC_7kW,7,EV-XXXX-6838,23,82,80,14711.6,13.51,8.38,2,Time_Shift_Incentive,0,,,5.72,FDR-Z003-03,0
REC-00679,2026-04-08 05:39:00,Z004,Electronic City,12.8399,77.677,high,0,5,51.69,45.233,87.51,ORANGE,AC_22kW,22,EV-XXXX-7238,49,88,80,2768.4,11.98,7.43,3,Spatial_Redirect,0,,,14.85,FDR-Z004-01,0
REC-00680,2026-04-04 17:07:00,Z005,Indiranagar,12.9784,77.6408,high,1,17,46.29,46.29,100.0,RED,AC_7kW,7,EV-XXXX-8529,49,77,77,7299.4,12.0,7.44,4,Infra_Trigger,1,12.9969,77.6497,6.0,FDR-Z005-03,1
REC-00681,2026-04-21 19:22:00,Z006,Marathahalli,12.9591,77.6974,medium,1,19,40.21,40.21,100.0,RED,DC_50kW,50,EV-XXXX-5721,51,89,89,1613.3,11.52,7.14,4,Infra_Trigger,1,12.9504,77.6869,47.5,FDR-Z006-02,0
REC-00682,2026-04-02 08:48:00,Z007,BTM Layout,12.9166,77.6101,medium,1,8,32.91,30.435,92.48,ORANGE,DC_50kW,50,EV-XXXX-5860,49,75,80,1383.5,11.66,7.23,3,Spatial_Redirect,0,,,46.63,FDR-Z007-03,0
REC-00683,2026-04-10 11:42:00,Z008,JP Nagar,12.9077,77.586,medium,0,11,34.0,25.635,75.4,YELLOW,DC_150kW,150,EV-XXXX-6419,16,87,80,873.9,11.91,7.38,2,Time_Shift_Incentive,0,,,146.11,FDR-Z008-02,0
REC-00684,2026-04-30 21:45:00,Z009,Bannerghatta,12.8635,77.5978,medium,1,21,31.26,31.26,100.0,RED,DC_150kW,150,EV-XXXX-9894,20,89,89,686.7,13.72,8.51,4,Infra_Trigger,1,12.8457,77.5922,138.79,FDR-Z009-03,0
REC-00685,2026-04-05 04:40:00,Z010,Sarjapur,12.8711,77.7055,medium,0,4,37.2,26.754,71.92,YELLOW,AC_22kW,22,EV-XXXX-2351,29,92,80,7463.1,12.0,7.44,2,Time_Shift_Incentive,0,,,14.07,FDR-Z010-02,0
REC-00686,2026-04-23 10:30:00,Z011,Yelahanka,13.1007,77.5963,low,1,10,25.16,21.05,83.66,YELLOW,DC_50kW,50,EV-XXXX-3318,42,97,80,1647.0,13.69,8.49,2,Time_Shift_Incentive,0,,,46.41,FDR-Z011-03,0
REC-00687,2026-04-26 01:13:00,Z012,Hebbal,13.0358,77.597,low,0,1,15.07,8.576,56.9,GREEN,AC_7kW,7,EV-XXXX-7583,35,85,60,10767.6,13.79,8.55,1,SoC_Cap_60,0,,,5.4,FDR-Z012-01,0
REC-00688,2026-04-23 12:53:00,Z013,Rajajinagar,12.9974,77.556,low,0,12,21.34,14.194,66.51,GREEN,AC_7kW,7,EV-XXXX-3525,15,94,60,23238.4,12.65,7.84,1,SoC_Cap_60,0,,,5.19,FDR-Z013-02,0
REC-00689,2026-04-15 11:46:00,Z014,Malleswaram,13.0035,77.568,low,0,11,26.71,14.657,54.87,GREEN,DC_50kW,50,EV-XXXX-8664,44,94,60,2328.0,12.02,7.45,1,SoC_Cap_60,0,,,39.76,FDR-Z014-02,1
REC-00690,2026-04-02 15:03:00,Z015,Jayanagar,12.925,77.5938,medium,0,15,34.27,23.793,69.43,GREEN,AC_22kW,22,EV-XXXX-7083,40,77,60,2634.5,13.1,8.12,1,SoC_Cap_60,0,,,18.47,FDR-Z015-03,0
REC-00691,2026-04-08 00:32:00,Z001,HSR Layout,12.9116,77.6389,high,0,0,49.96,43.276,86.62,ORANGE,AC_7kW,7,EV-XXXX-7414,47,75,80,8296.3,10.96,6.8,3,Spatial_Redirect,0,,,5.86,FDR-Z001-03,0
REC-00692,2026-04-29 03:25:00,Z002,Koramangala,12.9352,77.6245,high,0,3,56.93,46.82,82.24,YELLOW,AC_22kW,22,EV-XXXX-9159,29,72,80,4846.8,11.36,7.04,2,Time_Shift_Incentive,0,,,17.57,FDR-Z002-01,0
REC-00693,2026-04-08 11:51:00,Z003,Whitefield,12.9698,77.75,high,0,11,57.71,48.555,84.14,YELLOW,AC_7kW,7,EV-XXXX-8408,52,81,80,9143.0,13.91,8.62,2,Time_Shift_Incentive,0,,,4.63,FDR-Z003-03,0
REC-00694,2026-04-11 17:39:00,Z004,Electronic City,12.8399,77.677,high,1,17,47.31,47.31,100.0,RED,DC_150kW,150,EV-XXXX-6142,50,82,82,494.8,11.96,7.42,4,Infra_Trigger,1,12.8423,77.6645,116.89,FDR-Z004-02,0
REC-00695,2026-04-09 05:28:00,Z005,Indiranagar,12.9784,77.6408,high,0,5,49.85,39.198,78.63,YELLOW,AC_7kW,7,EV-XXXX-2185,39,83,80,12789.2,12.81,7.94,2,Time_Shift_Incentive,0,,,6.25,FDR-Z005-03,0
REC-00696,2026-04-11 03:38:00,Z006,Marathahalli,12.9591,77.6974,medium,0,3,43.97,29.1,66.18,GREEN,AC_7kW,7,EV-XXXX-4022,21,96,60,23711.2,13.98,8.67,1,SoC_Cap_60,0,,,6.24,FDR-Z006-03,0
REC-00697,2026-04-07 09:29:00,Z007,BTM Layout,12.9166,77.6101,medium,1,9,34.04,30.947,90.91,ORANGE,AC_22kW,22,EV-XXXX-4238,51,83,80,2132.1,12.32,7.64,3,Spatial_Redirect,0,,,19.33,FDR-Z007-03,0
REC-00698,2026-04-07 18:33:00,Z008,JP Nagar,12.9077,77.586,medium,1,18,39.35,36.624,93.07,ORANGE,AC_22kW,22,EV-XXXX-3834,40,86,80,3871.7,12.21,7.57,3,Spatial_Redirect,0,,,16.33,FDR-Z008-03,0
REC-00699,2026-04-07 22:42:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,22,39.1,30.972,79.21,YELLOW,AC_22kW,22,EV-XXXX-7512,32,79,80,3145.2,11.32,7.02,2,Time_Shift_Incentive,0,,,14.41,FDR-Z009-02,0
REC-00700,2026-04-26 01:44:00,Z010,Sarjapur,12.8711,77.7055,medium,0,1,39.02,25.024,64.13,GREEN,AC_22kW,22,EV-XXXX-2590,23,93,60,7465.2,12.74,7.9,1,SoC_Cap_60,0,,,13.79,FDR-Z010-03,0
REC-00701,2026-04-26 16:44:00,Z011,Yelahanka,13.1007,77.5963,low,0,16,22.41,13.179,58.81,GREEN,DC_50kW,50,EV-XXXX-6765,40,97,60,2408.9,13.97,8.66,1,SoC_Cap_60,0,,,31.79,FDR-Z011-01,0
REC-00702,2026-04-18 02:02:00,Z012,Hebbal,13.0358,77.597,low,0,2,28.01,15.797,56.4,GREEN,DC_50kW,50,EV-XXXX-8188,32,89,60,2075.9,11.66,7.23,1,SoC_Cap_60,0,,,31.81,FDR-Z012-01,0
REC-00703,2026-04-28 05:11:00,Z013,Rajajinagar,12.9974,77.556,low,0,5,26.51,15.397,58.08,GREEN,DC_150kW,150,EV-XXXX-2516,37,78,60,495.7,11.84,7.34,1,SoC_Cap_60,0,,,122.62,FDR-Z013-03,0
REC-00704,2026-04-27 06:35:00,Z014,Malleswaram,13.0035,77.568,low,0,6,27.87,17.862,64.09,GREEN,AC_7kW,7,EV-XXXX-1981,49,95,60,17253.9,10.66,6.61,1,SoC_Cap_60,0,,,6.17,FDR-Z014-01,0
REC-00705,2026-04-13 21:15:00,Z015,Jayanagar,12.925,77.5938,medium,1,21,35.15,30.221,85.98,ORANGE,AC_7kW,7,EV-XXXX-7227,42,83,80,14752.6,11.14,6.91,3,Spatial_Redirect,0,,,5.26,FDR-Z015-01,1
REC-00706,2026-04-20 12:36:00,Z001,HSR Layout,12.9116,77.6389,high,0,12,49.83,38.99,78.25,YELLOW,DC_50kW,50,EV-XXXX-8180,51,72,80,943.3,12.95,8.03,2,Time_Shift_Incentive,0,,,40.95,FDR-Z001-02,0
REC-00707,2026-04-08 12:41:00,Z002,Koramangala,12.9352,77.6245,high,0,12,48.13,37.225,77.34,YELLOW,AC_22kW,22,EV-XXXX-9111,28,91,80,6823.7,12.83,7.95,2,Time_Shift_Incentive,0,,,21.04,FDR-Z002-03,0
REC-00708,2026-04-05 04:42:00,Z003,Whitefield,12.9698,77.75,high,0,4,57.02,52.166,91.49,ORANGE,AC_22kW,22,EV-XXXX-6327,28,76,80,3443.6,10.58,6.56,3,Spatial_Redirect,0,,,16.69,FDR-Z003-01,0
REC-00709,2026-04-22 21:11:00,Z004,Electronic City,12.8399,77.677,high,1,21,52.87,52.87,100.0,RED,AC_22kW,22,EV-XXXX-6786,42,94,94,4725.8,13.01,8.07,4,Infra_Trigger,1,12.8505,77.6637,16.89,FDR-Z004-01,0
REC-00710,2026-04-16 21:17:00,Z005,Indiranagar,12.9784,77.6408,high,1,21,55.31,55.31,100.0,RED,AC_22kW,22,EV-XXXX-3811,24,84,84,7002.0,11.84,7.34,4,Infra_Trigger,1,12.9958,77.6381,17.94,FDR-Z005-02,0
REC-00711,2026-04-14 09:16:00,Z006,Marathahalli,12.9591,77.6974,medium,1,9,36.67,29.938,81.64,YELLOW,AC_7kW,7,EV-XXXX-7383,23,91,80,15202.7,11.4,7.07,2,Time_Shift_Incentive,0,,,6.24,FDR-Z006-01,0
REC-00712,2026-04-11 07:06:00,Z007,BTM Layout,12.9166,77.6101,medium,0,7,40.58,30.97,76.32,YELLOW,AC_7kW,7,EV-XXXX-3800,27,76,80,11341.8,12.04,7.46,2,Time_Shift_Incentive,0,,,5.03,FDR-Z007-02,0
REC-00713,2026-04-13 17:23:00,Z008,JP Nagar,12.9077,77.586,medium,1,17,40.88,39.619,96.91,RED,DC_50kW,50,EV-XXXX-8021,26,97,97,3377.0,11.8,7.32,4,Infra_Trigger,1,12.8951,77.5837,33.31,FDR-Z008-03,0
REC-00714,2026-04-30 04:18:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,4,38.07,27.205,71.46,YELLOW,AC_7kW,7,EV-XXXX-3615,52,87,80,12001.1,10.63,6.59,2,Time_Shift_Incentive,0,,,5.0,FDR-Z009-03,0
REC-00715,2026-04-18 13:57:00,Z010,Sarjapur,12.8711,77.7055,medium,0,13,37.64,27.019,71.78,YELLOW,AC_22kW,22,EV-XXXX-9131,54,70,80,1209.5,12.43,7.71,2,Time_Shift_Incentive,0,,,13.42,FDR-Z010-02,0
REC-00716,2026-04-11 17:24:00,Z011,Yelahanka,13.1007,77.5963,low,1,17,26.75,18.939,70.8,YELLOW,AC_22kW,22,EV-XXXX-9031,41,89,80,3264.1,12.34,7.65,2,Time_Shift_Incentive,0,,,17.17,FDR-Z011-03,1
REC-00717,2026-04-28 06:47:00,Z012,Hebbal,13.0358,77.597,low,0,6,21.4,12.616,58.96,GREEN,DC_50kW,50,EV-XXXX-1436,15,86,60,3201.6,11.49,7.12,1,SoC_Cap_60,0,,,39.97,FDR-Z012-01,0
REC-00718,2026-04-08 20:52:00,Z013,Rajajinagar,12.9974,77.556,low,1,20,18.78,14.083,74.99,YELLOW,AC_7kW,7,EV-XXXX-8903,20,95,80,18463.5,12.15,7.53,2,Time_Shift_Incentive,0,,,6.16,FDR-Z013-01,1
REC-00719,2026-04-03 15:05:00,Z014,Malleswaram,13.0035,77.568,low,0,15,17.46,9.972,57.11,GREEN,AC_22kW,22,EV-XXXX-3517,43,72,60,2425.6,10.8,6.7,1,SoC_Cap_60,0,,,15.14,FDR-Z014-03,0
REC-00720,2026-04-22 08:04:00,Z015,Jayanagar,12.925,77.5938,medium,1,8,40.07,37.51,93.61,ORANGE,AC_7kW,7,EV-XXXX-3996,19,86,80,21559.1,13.43,8.33,3,Spatial_Redirect,0,,,4.39,FDR-Z015-02,0
REC-00721,2026-04-23 01:30:00,Z001,HSR Layout,12.9116,77.6389,high,0,1,49.37,42.107,85.29,ORANGE,DC_50kW,50,EV-XXXX-5703,49,72,80,1145.3,13.61,8.44,3,Spatial_Redirect,0,,,44.01,FDR-Z001-02,0
REC-00722,2026-04-18 18:03:00,Z002,Koramangala,12.9352,77.6245,high,1,18,46.6,46.6,100.0,RED,AC_7kW,7,EV-XXXX-3562,52,90,90,14446.7,13.87,8.6,4,Infra_Trigger,1,12.9372,77.6364,4.32,FDR-Z002-03,0
REC-00723,2026-04-21 14:51:00,Z003,Whitefield,12.9698,77.75,high,0,14,45.58,38.02,83.41,YELLOW,AC_7kW,7,EV-XXXX-7897,30,76,80,15068.4,13.78,8.54,2,Time_Shift_Incentive,0,,,4.35,FDR-Z003-02,0
REC-00724,2026-04-14 04:10:00,Z004,Electronic City,12.8399,77.677,high,0,4,56.9,44.208,77.69,YELLOW,DC_50kW,50,EV-XXXX-5299,36,71,80,1414.0,10.88,6.75,2,Time_Shift_Incentive,0,,,40.13,FDR-Z004-03,0
REC-00725,2026-04-19 17:44:00,Z005,Indiranagar,12.9784,77.6408,high,1,17,54.69,54.69,100.0,RED,DC_150kW,150,EV-XXXX-7764,48,79,79,490.2,12.4,7.69,4,Infra_Trigger,1,12.9624,77.6581,112.47,FDR-Z005-01,0
REC-00726,2026-04-06 15:19:00,Z006,Marathahalli,12.9591,77.6974,medium,0,15,40.42,30.934,76.53,YELLOW,AC_7kW,7,EV-XXXX-9437,44,71,80,9609.7,12.19,7.56,2,Time_Shift_Incentive,0,,,5.69,FDR-Z006-01,0
REC-00727,2026-04-18 18:06:00,Z007,BTM Layout,12.9166,77.6101,medium,1,18,37.72,37.72,100.0,RED,AC_22kW,22,EV-XXXX-3407,19,78,78,5462.9,13.75,8.53,4,Infra_Trigger,1,12.9027,77.5973,17.02,FDR-Z007-01,0
REC-00728,2026-04-18 18:43:00,Z008,JP Nagar,12.9077,77.586,medium,1,18,30.9,29.845,96.59,RED,DC_150kW,150,EV-XXXX-4055,44,87,87,416.4,13.13,8.14,4,Infra_Trigger,1,12.8963,77.5994,115.22,FDR-Z008-02,0
REC-00729,2026-04-04 19:54:00,Z009,Bannerghatta,12.8635,77.5978,medium,1,19,38.77,36.807,94.94,ORANGE,AC_22kW,22,EV-XXXX-3413,50,82,80,3235.1,11.63,7.21,3,Spatial_Redirect,0,,,21.7,FDR-Z009-03,0
REC-00730,2026-04-03 10:49:00,Z010,Sarjapur,12.8711,77.7055,medium,1,10,43.59,38.76,88.92,ORANGE,AC_22kW,22,EV-XXXX-9027,34,97,80,4241.4,13.74,8.52,3,Spatial_Redirect,0,,,14.63,FDR-Z010-02,0
REC-00731,2026-04-04 01:17:00,Z011,Yelahanka,13.1007,77.5963,low,0,1,28.46,16.419,57.69,GREEN,AC_7kW,7,EV-XXXX-9661,52,92,60,13424.7,11.87,7.36,1,SoC_Cap_60,0,,,6.85,FDR-Z011-03,0
REC-00732,2026-04-04 23:57:00,Z012,Hebbal,13.0358,77.597,low,0,23,21.87,13.325,60.93,GREEN,AC_22kW,22,EV-XXXX-4166,26,98,60,6363.1,11.25,6.97,1,SoC_Cap_60,0,,,13.53,FDR-Z012-03,0
REC-00733,2026-04-25 04:05:00,Z013,Rajajinagar,12.9974,77.556,low,0,4,27.74,17.567,63.33,GREEN,AC_22kW,22,EV-XXXX-8813,29,74,60,3608.3,12.56,7.79,1,SoC_Cap_60,0,,,21.27,FDR-Z013-01,0
REC-00734,2026-04-11 14:09:00,Z014,Malleswaram,13.0035,77.568,low,0,14,25.14,14.327,56.99,GREEN,DC_50kW,50,EV-XXXX-8414,29,76,60,2389.9,12.33,7.64,1,SoC_Cap_60,0,,,33.87,FDR-Z014-02,1
REC-00735,2026-04-23 17:22:00,Z015,Jayanagar,12.925,77.5938,medium,1,17,43.6,41.624,95.47,RED,AC_7kW,7,EV-XXXX-8851,47,75,75,9322.4,11.46,7.11,4,Infra_Trigger,1,12.9051,77.5904,6.24,FDR-Z015-02,0
REC-00736,2026-04-14 21:29:00,Z001,HSR Layout,12.9116,77.6389,high,1,21,48.82,48.82,100.0,RED,DC_150kW,150,EV-XXXX-7820,48,76,76,436.5,11.85,7.35,4,Infra_Trigger,1,12.9079,77.6256,91.39,FDR-Z001-01,0
REC-00737,2026-04-05 17:47:00,Z002,Koramangala,12.9352,77.6245,high,1,17,59.82,59.82,100.0,RED,DC_50kW,50,EV-XXXX-6861,45,76,76,962.3,13.02,8.07,4,Infra_Trigger,1,12.9171,77.6305,34.43,FDR-Z002-01,0
REC-00738,2026-04-06 01:26:00,Z003,Whitefield,12.9698,77.75,high,0,1,53.28,44.711,83.92,YELLOW,DC_50kW,50,EV-XXXX-7854,48,73,80,1065.1,10.96,6.8,2,Time_Shift_Incentive,0,,,46.38,FDR-Z003-03,0
REC-00739,2026-04-14 23:08:00,Z004,Electronic City,12.8399,77.677,high,0,23,50.71,39.316,77.53,YELLOW,DC_50kW,50,EV-XXXX-1813,21,78,80,2696.6,11.24,6.97,2,Time_Shift_Incentive,0,,,40.73,FDR-Z004-02,0
REC-00740,2026-04-30 18:03:00,Z005,Indiranagar,12.9784,77.6408,high,1,18,49.09,49.09,100.0,RED,AC_7kW,7,EV-XXXX-2865,17,80,80,18996.6,13.64,8.46,4,Infra_Trigger,1,12.9792,77.6395,6.61,FDR-Z005-03,0
REC-00741,2026-04-25 11:12:00,Z006,Marathahalli,12.9591,77.6974,medium,0,11,36.05,24.726,68.59,GREEN,DC_150kW,150,EV-XXXX-9626,26,88,60,931.8,10.56,6.55,1,SoC_Cap_60,0,,,133.35,FDR-Z006-02,0
